name;doi;citation
fingertipsR;;"ȚÎRU, A. M., & NECULA, M. (2017). rTempo–an R package to access the TEMPO-Online database. Romanian Statistical Review, (4)."
gender;"10.1371/journal.pone.0192481";"Manlove, K. R., & Belou, R. M. (2018). Authors and editors assort on gender and geography in high-rank ecological publications. PLOS ONE, 13(2), e0192481. doi:10.1371/journal.pone.0192481"
phylotaR;"10.20944/preprints201804.0047.v1";"Bennett, D.J., Hettling, H., Silvestro, D., Zizka, A., Bacon, C.D., Faurby, S., Vos, R.A., Antonelli, A. phylotaR: An automated pipeline for retrieving orthologous DNA sequences from GenBank in R. Preprints 2018, 2018040047 <https://doi.org/10.20944/preprints201804.0047.v1>"
rentrez;"10.12688/f1000research.14488.1";"Barnett, A. (2018). Missing the point: are journals using the ideal number of decimal places? F1000Research, 7, 450. <https://doi.org/10.12688/f1000research.14488.1>"
taxize;"10.7717/peerj.4662";"Holmes, I., & Davis Rabosky, A. R. (2018). Natural history bycatch: a pipeline for identifying metagenomic sequences in RADseq data. PeerJ, 6, e4662. <https://doi.org/10.7717/peerj.4662>"
tokenizers;"10.1177/0894439318767956";"Pajo, J. (2018). Quantitative Falsification for Qualitative Findings. Social Science Computer Review, 089443931876795. <https://doi.org/10.1177/0894439318767956>"
plotly;"10.1016/j.ijpddr.2018.04.002";"Rastrojo, A., García-Hernández, R., Vargas, P., Camacho, E., Corvo, L., Imamura, H., … Requena, J. M. (2018). Genomic and transcriptomic alterations in  Leishmania donovani  lines experimentally resistant to antileishmanial drugs. International Journal for Parasitology: Drugs and Drug Resistance. <https://doi.org/10.1016/j.ijpddr.2018.04.002>"
rgbif;"10.1111/oik.04995";"Schweiger, A. H., & Svenning, J.-C. (2018). Down-sizing of dung beetle assemblages over the last 53 000 years is consistent with a dominant effect of megafauna losses. Oikos. <https://doi.org/10.1111/oik.04995>"
rotl;"10.1111/2041-210x.13013";"Portugal, S. J., & White, C. R. (2018). Miniaturisation of biologgers is not alleviating the 5% rule. Methods in Ecology and Evolution. <https://doi.org/10.1111/2041-210x.13013>"
rentrez;"10.1016/j.ympev.2018.04.030";"Spalink, D., Stoffel, K., Walden, G. K., Hulse-Kemp, A. M., Hill, T. A., Van Deynze, A., & Bohs, L. (2018). Comparative transcriptomics and genomic patterns of discordance in Capsiceae (Solanaceae). Molecular Phylogenetics and Evolution, 126, 293–302. <https://doi.org/10.1016/j.ympev.2018.04.030>"
rgbif;;"Zizka, A. (2018). Big data insights into the distribution and evolution of tropical diversity. <https://gupea.ub.gu.se/handle/2077/55303>"
rcrossref;;"Esarey, Justin, and Kristin Bryant. 2018. “Are Papers Written by Women Authors Cited Less Frequently?” Forthcoming at Political Analysis. <http://jee3.web.rice.edu/gender-citation.pdf>"
rgbif;"10.1038/s41598-018-25234-w";"Saad, N. J., Lynch, V. D., Antillón, M., Yang, C., Crump, J. A., & Pitzer, V. E. (2018). Seasonal dynamics of typhoid and paratyphoid fever. Scientific Reports, 8(1). <https://doi.org/10.1038/s41598-018-25234-w>"
taxize;;"Yee, Lauren. 2018. Spatial Modelling and Wildlife Health Surveillance: A case study of White Nose Syndrome in Ontario. Theses and Dissertations (Comprehensive). 2040. <http://scholars.wlu.ca/etd/2040>"
cRegulome;"10.1186/s13104-018-3160-9";"Ahmed, M., Nguyen, H., Lai, T., & Kim, D. R. (2018). miRCancerdb: a database for correlation analysis between microRNA and gene expression in cancer. BMC Research Notes, 11(1). <https://doi.org/10.1186/s13104-018-3160-9>"
rplos;"10.1371/journal.pone.0194768";"Federer LM, Belter CW, Joubert DJ, Livinski A, Lu YL, et al. (2018) Data sharing in PLOS ONE: An analysis of Data Availability Statements. PLOS ONE 13(5): e0194768. <https://doi.org/10.1371/journal.pone.0194768>"
writexl;"10.7717/peerj.4729";"Garmendia, A., Raigón, M. D., Marques, O., Ferriol, M., Royo, J., & Merle, H. (2018). Effects of nettle slurry (Urtica dioica L.) used as foliar fertilizer on potato (Solanum tuberosum L.) yield and plant growth. PeerJ, 6, e4729. <https://doi.org/10.7717/peerj.4729>"
rfishbase;"10.1371/journal.pone.0196483";"Neubauer, P., Thorson, J. T., Melnychuk, M. C., Methot, R., & Blackhart, K. (2018). Drivers and rates of stock assessments in the United States. PLOS ONE, 13(5), e0196483. <https://doi.org/10.1371/journal.pone.0196483>"
rentrez;"10.1371/journal.pone.0196545";"Han, X., Williams, S. R., & Zuckerman, B. L. (2018). A snapshot of translational research funded by the National Institutes of Health (NIH): A case study using behavioral and social science research awards and Clinical and Translational Science Awards funded publications. PLOS ONE, 13(5), e0196545. <https://doi.org/10.1371/journal.pone.0196545>"
rotl;"10.1126/science.aao6868";"Barneche, D. R., Robertson, D. R., White, C. R., & Marshall, D. J. (2018). Fish reproductive-energy output increases disproportionately with body size. Science, 360(6389), 642–645. <https://doi.org/10.1126/science.aao6868>"
rtimicropem;"10.1016/j.envint.2018.05.021";"Salmon, M., Milà, C., Bhogadi, S., Addanki, S., Madhira, P., Muddepaka, N., … Tonne, C. (2018). Wearable camera-derived microenvironments in relation to personal exposure to PM 2.5. Environment International, 117, 300–307. <https://doi.org/10.1016/j.envint.2018.05.021>"
suppdata;"10.21105/joss.00721";"D Pearse, W., & A Chamberlain, S. (2018). Suppdata: Downloading Supplementary Data from Published Manuscripts. Journal of Open Source Software, 3(25), 721. <https://doi.org/10.21105/joss.00721>"
plotly;"10.21105/joss.00657";"Tang, Y. (2018). autoplotly: An R package for automatic generation of interactive visualizations for statistical results. Journal of Open Source Software, 3(24), 657. <https://doi.org/10.21105/joss.00657>"
rredlist;"10.1111/cobi.13139";"Moat, J., Bachman, S. P., Field, R., & Boyd, D. S. (2018). Refining area of occupancy to address the modifiable areal unit problem in ecology and conservation. Conservation Biology. <https://doi.org/10.1111/cobi.13139>"
rgbif;;"Inman, R. (2018). Improving Species Distribution Models with Bias Correction and Geographically Weighted Regression: Tests of Virtual Species and Past and Present Distributions in North American Deserts (Doctoral dissertation, Arizona State University). <https://search.proquest.com/docview/2040502527>"
rfishbase;;"Barber, B. L. (2018). Marine-derived Nutrient Cycling In The St. Croix River, Maine (Doctoral dissertation, The University of Maine). <http://usgs-cru-individual-data.s3.amazonaws.com/jzydlewski/thesis_dissert/Barber%20Betsy%20Dissertation%202018-1.pdf>"
rentrez;"10.1038/s41598-018-26550-x";"Machado, V. N., Collins, R. A., Ota, R. P., Andrade, M. C., Farias, I. P., & Hrbek, T. (2018). One thousand DNA barcodes of piranhas and pacus reveal geographic structure and unrecognised diversity in the Amazon. Scientific Reports, 8(1). <https://doi.org/10.1038/s41598-018-26550-x>"
plotly;;"Richmond, M. (2018). Evaluation of Craniofacial Superimposition as a Technique for Measuring Mountain Gorilla Facial Soft Tissue Depth and Implications for Hominid Facial Approximation (Doctoral dissertation, The George Washington University). <https://search.proquest.com/docview/2043456430>"
plotly;"10.1016/j.ijpddr.2018.04.002";"Rastrojo, A., García-Hernández, R., Vargas, P., Camacho, E., Corvo, L., Imamura, H., … Requena, J. M. (2018). Genomic and transcriptomic alterations in  Leishmania donovani  lines experimentally resistant to antileishmanial drugs. International Journal for Parasitology: Drugs and Drug Resistance, 8(2), 246–264. <https://doi.org/10.1016/j.ijpddr.2018.04.002>"
spelling;;"Simchon, A., & Gilead, M. (2018). A Psychologically Informed Approach to CLPsych Shared Task 2018. In Proceedings of the Fifth Workshop on Computational Linguistics and Clinical Psychology: From Keyboard to Clinic (pp. 113-118). <http://www.aclweb.org/anthology/W18-0612>"
hunspell;;"Simchon, A., & Gilead, M. (2018). A Psychologically Informed Approach to CLPsych Shared Task 2018. In Proceedings of the Fifth Workshop on Computational Linguistics and Clinical Psychology: From Keyboard to Clinic (pp. 113-118). <http://www.aclweb.org/anthology/W18-0612>"
rentrez;"10.1038/s41586-018-0175-2";"Sun, B. B., Maranville, J. C., Peters, J. E., Stacey, D., Staley, J. R., Blackshaw, J., … Butterworth, A. S. (2018). Genomic atlas of the human plasma proteome. Nature, 558(7708), 73–79. <https://doi.org/10.1038/s41586-018-0175-2>"
plotly;"10.1038/s41586-018-0175-2";"Sun, B. B., Maranville, J. C., Peters, J. E., Stacey, D., Staley, J. R., Blackshaw, J., … Butterworth, A. S. (2018). Genomic atlas of the human plasma proteome. Nature, 558(7708), 73–79. <https://doi.org/10.1038/s41586-018-0175-2>"
RSelenium;"10.1093/bioinformatics/bty460";"Nousiainen, K., Kanduri, K., Ricaño-Ponce, I., Wijmenga, C., Lahesmaa, R., Kumar, V., & Lähdesmäki, H. (2018). snpEnrichR: analyzing co-localization of SNPs and their proxies in genomic regions. Bioinformatics. <https://doi.org/10.1093/bioinformatics/bty460>"
tabulizer;;"Venkat, A. (2018). Sub-basin Valuation of Agriculture: A Crop-specific Assessment of Groundwater Footprints and Value in California (Masters thesis, Tufts University). <https://search.proquest.com/docview/2054012866>"
aRxiv;"10.2903/sp.efsa.2018.EN-1427";"Jaspers, S., De Troyer, E., & Aerts, M. (2018). Machine learning techniques for the automation of literature reviews and systematic reviews in EFSA. EFSA Supporting Publications, 15(6), 1427E. <https://doi.org/10.2903/sp.efsa.2018.EN-1427>"
rbhl;"10.2903/sp.efsa.2018.EN-1427";"Jaspers, S., De Troyer, E., & Aerts, M. (2018). Machine learning techniques for the automation of literature reviews and systematic reviews in EFSA. EFSA Supporting Publications, 15(6), 1427E. <https://doi.org/10.2903/sp.efsa.2018.EN-1427>"
rcrossref;"10.2903/sp.efsa.2018.EN-1427";"Jaspers, S., De Troyer, E., & Aerts, M. (2018). Machine learning techniques for the automation of literature reviews and systematic reviews in EFSA. EFSA Supporting Publications, 15(6), 1427E. <https://doi.org/10.2903/sp.efsa.2018.EN-1427>"
rdatacite;"10.2903/sp.efsa.2018.EN-1427";"Jaspers, S., De Troyer, E., & Aerts, M. (2018). Machine learning techniques for the automation of literature reviews and systematic reviews in EFSA. EFSA Supporting Publications, 15(6), 1427E. <https://doi.org/10.2903/sp.efsa.2018.EN-1427>"
rplos;"10.2903/sp.efsa.2018.EN-1427";"Jaspers, S., De Troyer, E., & Aerts, M. (2018). Machine learning techniques for the automation of literature reviews and systematic reviews in EFSA. EFSA Supporting Publications, 15(6), 1427E. <https://doi.org/10.2903/sp.efsa.2018.EN-1427>"
plotly;;"Hsu, Lawrence. 2018. Linking Traditional Chinese Medicinal Herbs to Cancer Related Pathways. Scholar Archive. 4054. <https://digitalcommons.ohsu.edu/etd/4054>"
plotly;"10.1038/s41424-018-0027-2";"Krogsgaard, L. R., Andersen, L. O. ‘Brien, Johannesen, T. B., Engsbro, A. L., Stensvold, C. R., Nielsen, H. V., & Bytzer, P. (2018). Characteristics of the bacterial microbiome in association with common intestinal parasites in irritable bowel syndrome. Clinical and Translational Gastroenterology, 9(6). <https://doi.org/10.1038/s41424-018-0027-2>"
rgbif;;"Mienna, I. M. (2018). Patterns and Drivers of Phylogenetic Diversity and Endemism in the Norwegian Vascular Flora (Master's thesis, NTNU). <https://brage.bibsys.no/xmlui/bitstream/handle/11250/2502355/17650_FULLTEXT.pdf?sequence=1>"
rotl;"10.1111/faf.12297";"Morais, R. A., & Bellwood, D. R. (2018). Global drivers of reef fish growth. Fish and Fisheries. <https://doi.org/10.1111/faf.12297>"
biomartr;"10.1038/s41586-018-0226-8";"Schwalie, P. C., Dong, H., Zachara, M., Russeil, J., Alpern, D., Akchiche, N., … Deplancke, B. (2018). A stromal cell population that inhibits adipogenesis in mammalian fat depots. Nature. <https://doi.org/10.1038/s41586-018-0226-8>"
taxize;"10.1007/s10531-018-1582-2";"Ondei, S., Brook, B. W., & Buettel, J. C. (2018). Nature’s untold stories: an overview on the availability and type of on-line data on long-term biodiversity monitoring. Biodiversity and Conservation. <https://doi.org/10.1007/s10531-018-1582-2>"
plotly;;"Hendrickson, P. J. (2018). Ecological Characterization of the Kuparuk River Aufeis Field, North Slope Alaska (Doctoral dissertation, University of Colorado at Boulder). <https://search.proquest.com/docview/2056852840>"
plotly;"10.1016/j.esxm.2018.05.002";"Sanford, T., Gadzinski, A. J., Gaither, T., Osterberg, E. C., Murphy, G. P., Carroll, P. R., & Breyer, B. N. (2018). Effect of Oscillation on Perineal Pressure in Cyclists: Implications for Micro-Trauma. Sexual Medicine. <https://doi.org/10.1016/j.esxm.2018.05.002>"
rentrez;"10.1371/journal.pone.0199609";"Mioduchowska, M., Czyż, M. J., Gołdyn, B., Kur, J., & Sell, J. (2018). Instances of erroneous DNA barcoding of metazoan invertebrates: Are universal cox1 gene primers too “universal”? PLOS ONE, 13(6), e0199609. <https://doi.org/10.1371/journal.pone.0199609>"
tokenizers;;"Casey, Jerome (2018). Text Analytics Techniques in the Digital World: a Sentiment Analysis Case Study of the Coverage of Climate Change on US News Networks. Irish Communication Review: Vol. 16: Iss. 1, Article 7. <https://arrow.dit.ie/icr/vol16/iss1/7>"
plotly;"10.7717/peerj.5031";"Koc, A., Henriksson, T., & Chawade, A. (2018). Specalyzer—an interactive online tool to analyze spectral reflectance measurements. PeerJ, 6, e5031. <https://doi.org/10.7717/peerj.5031>"
plotly;"10.1186/s12864-018-4870-z";"Devlin, J. C., Battaglia, T., Blaser, M. J., & Ruggles, K. V. (2018). WHAM!: a web-based visualization suite for user-defined analysis of metagenomic shotgun sequencing data. BMC Genomics, 19(1). <https://doi.org/10.1186/s12864-018-4870-z>"
rnoaa;"10.2514/6.2018-3670";"Zhu, G., Matthews, C., Wei, P., Lorch, M., & Chakravarty, S. (2018). En Route Flight Time Prediction Under Convective Weather Events. 2018 Aviation Technology, Integration, and Operations Conference. <https://doi.org/10.2514/6.2018-3670>"
rgbif;"10.1016/j.dsr2.2018.06.011";"Wiltshire, K., Tanner, J. E., Althaus, F., Sorokin, S., & Williams, A. (2018). Predicting environmental suitability for key benthic species in an ecologically and economically important deep-sea environment. Deep Sea Research Part II: Topical Studies in Oceanography. <https://doi.org/10.1016/j.dsr2.2018.06.011>"
rgbif;"10.3390/d10030049";"De Oliveira, H., Oprea, M., & Dias, R. (2018). Distributional Patterns and Ecological Determinants of Bat Occurrence Inside Caves: A Broad Scale Meta-Analysis. Diversity, 10(3), 49. <https://doi.org/10.3390/d10030049>"
webchem;;"Robert J. Allaway, Sara J. Gosline, Marco Nievo, Salvatore La Rosa, Annette Bakker and Justin Guinney 2018. Abstract 4643: Drug-Target Explorer: An interactive tool for examining chemical-biological interactions. Cancer Res July 1 2018 (78) (13 Supplement) 4643, doi:10.1158/1538-7445.AM2018-4643, <http://cancerres.aacrjournals.org/content/78/13_Supplement/4643>"
tesseract;"10.1007/978-3-319-94229-2_44";"Kovesdi, C., Le Blanc, K., Spielman, Z., Hill, R., & Oxstrand, J. (2018, July). Quantifying the Contribution of Individual Display Features on Fixation Duration to Support Human-System Interface Design in Nuclear Power Plants. In International Conference on Applied Human Factors and Ergonomics (pp. 453-464). Springer, Cham. <https://link.springer.com/chapter/10.1007/978-3-319-94229-2_44>"
rnaturalearth;"10.1177/1940082918787376";"Chapman, C. A., Omeja, P. A., Kalbitzer, U., Fan, P., & Lawes, M. J. (2018). Restoration Provides Hope for Faunal Recovery: Changes in Primate Abundance Over 45 Years in Kibale National Park, Uganda. Tropical Conservation Science, 11, 194008291878737. <https://doi.org/10.1177/1940082918787376>"
rgbif;"10.1093/botlinnean/boy034";"Andrea Sánchez-Tapia, Mário L Garbin, Marinez F Siqueira, Karlo G Guidoni-Martins, Fabio R Scarano, Tatiana T Carrijo. Environmental and geographical space partitioning between core and peripheral Myrsine species (Primulaceae) of the Brazilian Atlantic Forest, Botanical Journal of the Linnean Society <https://doi.org/10.1093/botlinnean/boy034>"
rotl;"10.1016/j.ecoinf.2018.06.008";"Gastauer, M., Caldeira, C. F., Trotter, I., Ramos, S. J., & Neto, J. A. A. M. (2018). Optimizing community trees using the open tree of life increases the reliability of phylogenetic diversity and dispersion indices. Ecological Informatics. <https://doi.org/10.1016/j.ecoinf.2018.06.008>"
brranching;"10.1016/j.ecoinf.2018.06.008";"Gastauer, M., Caldeira, C. F., Trotter, I., Ramos, S. J., & Neto, J. A. A. M. (2018). Optimizing community trees using the open tree of life increases the reliability of phylogenetic diversity and dispersion indices. Ecological Informatics. <https://doi.org/10.1016/j.ecoinf.2018.06.008>"
rplos;"10.31234/osf.io/qtk7e";"Nuijten, M. B. (2018, April 30). Research on Research: A Meta-Scientific Study of Problems and Solutions in Psychological Science. <https://doi.org/10.31234/osf.io/qtk7e>"
lingtypology;;"Becker, L. 2018. Articles in the world’s languages. Dissertation thesis. <http://home.uni-leipzig.de/lbecker/papers/diss.pdf>"
writexl;"10.7717/peerj.5209";"Garmendia, A., Merle, H., Ruiz, P., & Ferriol, M. (2018). Distribution and ecological segregation on regional and microgeographic scales of the diploid Centaurea aspera L., the tetraploid C. seridis L., and their triploid hybrids (Compositae). PeerJ, 6, e5209. <https://doi.org/10.7717/peerj.5209>"
plotly;;"Sethuraman, J., & Vaishnavi, J. 2018. An innovative integrated methodology for predicting and mitigating global warming in major Indian cities. <https://acadpubl.eu/hub/2018-119-15/1/45.pdf>"
rAltmetric;;"Araujo, R. F., & Alves, M. (2018). The altmetric performance of publications authored by Brazilian researchers: analysis of CNPq productivity scholarship holders. arXiv preprint arXiv:1807.06366. <https://arxiv.org/abs/1807.06366>"
iheatmapr;"10.1093/nar/gky643";"Ruiz, J. L., Tena, J. J., Bancells, C., Cortés, A., Gómez-Skarmeta, J. L., & Gómez-Díaz, E. (2018). Characterization of the accessible genome in the human malaria parasite Plasmodium falciparum. Nucleic Acids Research. <https://doi.org/10.1093/nar/gky643>"
rotl;"10.1111/oik.05339";"Paseka, R. E., & Grunberg, R. L. (2018). Allometric and trait-based patterns in parasite stoichiometry. Oikos. <https://doi.org/10.1111/oik.05339>"
DataPackageR;"10.12688/gatesopenres.12832.2";"Finak, G., Mayer, B., Fulp, W., Obrecht, P., Sato, A., Chung, E., … Gottardo, R. (2018). DataPackageR: Reproducible data preprocessing, standardization and sharing using R/Bioconductor for collaborative data analysis. Gates Open Research, 2, 31. <https://doi.org/10.12688/gatesopenres.12832.2>"
crminer;;"Rojas-Garcia, J., Batista-Navarro, R., & Faber, P. Semi-automatic extraction of processes affecting beaches from a specialized corpus. In The XVIII EURALEX International Congress (p. 93). <http://euralex2018.cjvt.si/wp-content/uploads/sites/6/2018/07/Euralex2018_book_of_abstracts_FINAL.pdf#page=93>"
pdftools;;"Rodriguez, J., & Piccoli, G. 2018. Uncovering the digital “x” phenomena in the IS field: A text analysis approach. 31st Bled eConference Digital Transformation. <https://dds.cct.lsu.edu/ddslab/pdf/rodriguez2018.pdf>"
spocc;"10.1016/S0140-6736(18)31224-8";"Longbottom, J., Shearer, F. M., Devine, M., Alcoba, G., Chappuis, F., Weiss, D. J., … Pigott, D. M. (2018). Vulnerability to snakebite envenoming: a global mapping of hotspots. The Lancet. doi:10.1016/s0140-6736(18)31224-8 <https://doi.org/10.1016/S0140-6736(18)31224-8>"
plotly;;"Václav Brázda, Jiri Lysek, Martin Bartas, and Miroslav Fojta. 2018. Complex analyses of short inverted repeats in all sequenced chloroplast DNAs. BioMed Research International. <https://www.hindawi.com/journals/bmri/aip/1097018/>"
plotly;"10.1371/journal.ppat.1007187";"Fontaine, A., Lequime, S., Moltini-Conclois, I., Jiolle, D., Leparc-Goffart, I., Reiner, R. C., & Lambrechts, L. (2018). Epidemiological significance of dengue virus genetic variation in mosquito infection dynamics. PLOS Pathogens, 14(7), e1007187. <https://doi.org/10.1371/journal.ppat.1007187>"
plotly;"10.1371/journal.pone.0199841";"Lawrence, T. N., & Bhalla, R. S. (2018). Spatially explicit action research for coastal fisheries management. PLOS ONE, 13(7), e0199841. <https://doi.org/10.1371/journal.pone.0199841>"
plotly;;"Glanz, H., & Pileggi, S. 2018. Improving statistical communication in statistical computing courses. In M. A. Sorto, A. White, & L. Guyot (Eds.), Looking back, looking forward. Proceedings of the Tenth International Conference on Teaching Statistics (ICOTS10, July, 2018), Kyoto, Japan. Voorburg, The Netherlands: International Statistical Institute."
plotly;"10.1111/gcbb.12533";"Zhang, Y., Oates, L. G., Serate, J., Xie, D., Pohlmann, E., Bukhman, Y. V., … Ong, R. G. (2018). Diverse lignocellulosic feedstocks can achieve high field-scale ethanol yields while providing flexibility for the biorefinery and landscape-level environmental benefits. GCB Bioenergy. <https://doi.org/10.1111/gcbb.12533>"
plotly;"10.1515/hsz-2017-0322";"Wang, C., Moya, L., Clements, J. A., Nelson, C. C., & Batra, J. (2018). Mining human cancer datasets for kallikrein expression in cancer: the “KLK-CANMAP” Shiny web tool. Biological Chemistry, 0(0). <https://doi.org/10.1515/hsz-2017-0322>"
rusda;"10.1186/s12862-018-1229-7";"Krah, F.-S., Bässler, C., Heibl, C., Soghigian, J., Schaefer, H., & Hibbett, D. S. (2018). Evolutionary dynamics of host specialization in wood-decay fungi. BMC Evolutionary Biology, 18(1). <https://doi.org/10.1186/s12862-018-1229-7>"
rfishbase;"10.1016/j.fishres.2018.07.003";"Babcock, E. A., Tewfik, A., & Burns-Perez, V. (2018). Fish community and single-species indicators provide evidence of unsustainable practices in a multi-gear reef fishery. Fisheries Research, 208, 70–85. <https://doi.org/10.1016/j.fishres.2018.07.003>"
skimr;"10.21134/haaj.v18i2.389";"Almeida, L. S., Pérez Fuentes, M. del C., Casanova, J. R., Gázquez Linares, J. J., & Molero Jurado, M. del M. (2018). Alcohol Expectancy-Adolescent Questionnaire (AEQ-AB): Validation for portuguese college students. Health and Addictions/Salud y Drogas, 18(2), 155. <https://doi.org/10.21134/haaj.v18i2.389>"
textreuse;;"García, F. T., Villalba, L. J. G., Orozco, A. L. S., Ruiz, F. D. A., Juárez, A. A., & Kim, T. H. (2018). Locating similar names through locality sensitive hashing and graph theory. Multimedia Tools and Applications, 1-14. <https://link.springer.com/article/10.1007/s11042-018-6375-9>"
rerddap;"10.1038/s41598-018-29919-0";"Abolaffio, M., Reynolds, A. M., Cecere, J. G., Paiva, V. H., & Focardi, S. (2018). Olfactory-cued navigation in shearwaters: linking movement patterns to mechanisms. Scientific Reports, 8(1). <http://doi.org/10.1038/s41598-018-29919-0>"
rnoaa;;"Pierson, J. S. (2018). Flow From Flexibility: Identifying Opportunities For Streamflow Restoration in a Transboundary Municipal Watershed Through Water Budgeting. Masters Thesis. <https://ir.library.oregonstate.edu/downloads/mw22vb77w>"
plotly;"10.1093/bioinformatics/bty680";"Locard-Paulet, M., Parra, J., Albigot, R., Mouton-Barbosa, E., Bardi, L., Burlet-Schiltz, O., & Marcoux, J. (2018). VisioProt-MS: interactive 2D maps from intact protein mass spectrometry. Bioinformatics. <https://doi.org/10.1093/bioinformatics/bty680>"
rgbif;"10.1002/ecs2.2367";"Lortie, C. J., Filazzola, A., Kelsey, R., Hart, A. K., & Butterfield, H. S. (2018). Better late than never: a synthesis of strategic land retirement and restoration in California. Ecosphere, 9(8), e02367. <https://doi.org/10.1002/ecs2.2367>"
rfishbase;"10.1093/icesjms/fsy084";"Van Gemert, R., & Andersen, K. H. (2018). Challenges to fisheries advice and management due to stock recovery. ICES Journal of Marine Science. <https://doi.org/10.1093/icesjms/fsy084>"
taxize;"10.1038/s41559-018-0632-1";"Tsuboi, M., van der Bijl, W., Kopperud, B. T., Erritzøe, J., Voje, K. L., Kotrschal, A., … Kolm, N. (2018). Breakdown of brain–body allometry and the encephalization of birds and mammals. Nature Ecology & Evolution. <https://doi.org/10.1038/s41559-018-0632-1>"
plotly;"10.1016/j.jprot.2018.08.009";"Horvatić, A., Guillemin, N., Kaab, H., McKeegan, D., O’Reilly, E., Bain, M., … Eckersall, P. D. (2018). Quantitative proteomics using tandem mass tags in relation to the acute phase protein response in chicken challenged with  Escherichia coli  lipopolysaccharide endotoxin. Journal of Proteomics. <https://doi.org/10.1016/j.jprot.2018.08.009>"
spocc;"10.1016/j.actatropica.2018.08.014";"Samy, A. M., Alkishe, A. A., Thomas, S., Wang, L., & Zhang, W. (2018). Mapping the potential distributions of etiological agent, vectors, and reservoirs of Japanese Encephalitis in Asia and Australia. Acta Tropica. <https://doi.org/10.1016/j.actatropica.2018.08.014>"
rfishbase;"10.1111/faf.12308";"Sánchez-Hernández, J., & Amundsen, P.-A. (2018). Ecosystem type shapes trophic position and omnivory in fishes. Fish and Fisheries. <https://doi.org/10.1111/faf.12308>"
plotly;"10.1371/journal.pone.0202446";"Bharanidharan, R., Arokiyaraj, S., Kim, E. B., Lee, C. H., Woo, Y. W., Na, Y., … Kim, K. H. (2018). Ruminal methane emissions, metabolic, and microbial profile of Holstein steers fed forage and concentrate, separately or as a total mixed ration. PLOS ONE, 13(8), e0202446. <https://doi.org/10.1371/journal.pone.0202446>"
cld2;;"Martín-Martín, A., Orduna-Malea, E., Thelwall, M., & López-Cózar, E. D. (2018). Google Scholar, Web of Science, and Scopus: a systematic comparison of citations in 252 subject categories. arXiv preprint arXiv:1808.05053 <https://arxiv.org/abs/1808.05053>"
taxize;"10.1016/j.biocon.2018.08.011";"Grenié, M., Mouillot, D., Villéger, S., Denelle, P., Tucker, C. M., Munoz, F., & Violle, C. (2018). Functional rarity of coral reef fishes at the global scale: Hotspots and challenges for conservation. Biological Conservation, 226, 288–299. <https://doi.org/10.1016/j.biocon.2018.08.011>"
rentrez;"10.1038/s41598-018-31545-9";"Magoga, G., Sahin, D. C., Fontaneto, D., & Montagna, M. (2018). Barcoding of Chrysomelidae of Euro-Mediterranean area: efficiency and problematic species. Scientific Reports, 8(1). <https://doi.org/10.1038/s41598-018-31545-9>"
textreuse;"10.31835/crdh.2018.02";"Catalano, J. (2018). Digitally Analyzing the Uneven Ground: Language Borrowing Among Indian Treaties. Current Research in Digital History, 1. <https://doi.org/10.31835/crdh.2018.02>"
rsnps;;"Rakitko, A. COITR​—​ novel algorithm for predicting child’s externally visible traits. <https://www.researchgate.net/profile/Alexander_Rakitko/publication/327136498_Title_COITR_-_novel_algorithm_for_predicting_child%27s_externally_visible_traits/links/5b7bcd70a6fdcc5f8b585910/Title-COITR-novel-algorithm-for-predicting-childs-externally-visible-traits.pdf>"
opencage;"10.1186/s13071-018-3066-3";"Cano, J., Rodríguez, A., Simpson, H., Tabah, E. N., Gómez, J. F., & Pullan, R. L. (2018). Modelling the spatial distribution of aquatic insects (Order Hemiptera) potentially involved in the transmission of Mycobacterium ulcerans in Africa. Parasites & Vectors, 11(1). <http://doi.org/10.1186/s13071-018-3066-3>"
rentrez;"10.15252/emmm.201809155";"Otten, C., Knox, J., Boulday, G., Eymery, M., Haniszewski, M., Neuenschwander, M., … Abdelilah‐Seyfried, S. (2018). Systematic pharmacological screens uncover novel pathways involved in cerebral cavernous malformations. EMBO Molecular Medicine, e9155. <https://doi.org/10.15252/emmm.201809155>"
hunspell;;"Liu, C. H., Nowak, A. D., & Smith, P. S. (2018). Asymmetric or Incomplete Information about Asset Values?. <http://fmaconferences.org/SanDiego/Papers/LNS_Some_Remarks_Info_Asymmetry_FMA.pdf>"
rgbif;"10.1016/j.ecolmodel.2018.08.013";"Boria, R. A., & Blois, J. L. (2018). The effect of large sample sizes on ecological niche models: Analysis using a North American rodent, Peromyscus maniculatus. Ecological Modelling, 386, 83–88. <https://doi.org/10.1016/j.ecolmodel.2018.08.013>"
brranching;"10.1111/jvs.12676";"Albert, S., Flores, O., Rouget, M., Wilding, N., & Strasberg, D. (2018). Why are woody plants fleshy-fruited at low elevations? Evidence from a high-elevation oceanic island. Journal of Vegetation Science. <https://doi.org/10.1111/jvs.12676>"
rredlist;;"Lusseau, D., & Mancini, F. (2018). A global assessment of tourism and recreation conservation threats to prioritise interventions. arXiv preprint <https://arxiv.org/abs/1808.08399>"
rgbif;;"Lusseau, D., & Mancini, F. (2018). A global assessment of tourism and recreation conservation threats to prioritise interventions. arXiv preprint <https://arxiv.org/abs/1808.08399>"
